id;email;type_plan;city;;;;;;;;;;
15959;paciente_15959@email.com;Intermediary;City_5;;;;;;;;;;
15960;paciente_15960@email.com;Basic;City_1;;;;;;;;;;
15962;paciente_15962@email.com;Complete;City_5;;;;;;;;;;
15963;paciente_15963@email.com;Basic;City_3;;;;;;;;;;
15964;paciente_15964@email.com;Basic;City_4;;;;;;;;;;
15966;paciente_15966@email.com;Complete;City_4;;;;;;;;;;
15967;paciente_15967@email.com;Intermediary;City_1;;;;;;;;;;
15968;paciente_15968@email.com;Intermediary;City_1;;;;;;;;;;
15969;paciente_15969@email.com;Intermediary;City_5;;;;;;;;;;
15971;paciente_15971@email.com;Complete;City_5;;;;;;;;;;
15972;paciente_15972@email.com;Complete;City_4;;;;;;;;;;
15973;paciente_15973@email.com;Intermediary;City_2;;;;;;;;;;
15975;paciente_15975@email.com;Complete;City_1;;;;;;;;;;
15976;paciente_15976@email.com;Basic;City_5;;;;;;;;;;
15977;paciente_15977@email.com;Intermediary;City_1;;;;;;;;;;
15978;paciente_15978@email.com;Complete;City_2;;;;;;;;;;
15979;paciente_15979@email.com;Intermediary;City_2;;;;;;;;;;
15980;paciente_15980@email.com;Basic;City_1;;;;;;;;;;
15981;paciente_15981@email.com;Intermediary;City_1;;;;;;;;;;
15983;paciente_15983@email.com;Complete;City_2;;;;;;;;;;
15985;paciente_15985@email.com;Basic;City_4;;;;;;;;;;
15986;paciente_15986@email.com;Basic;City_2;;;;;;;;;;
15989;paciente_15989@email.com;Complete;City_2;;;;;;;;;;
15990;paciente_15990@email.com;Basic;City_1;;;;;;;;;;
15991;paciente_15991@email.com;Complete;City_3;;;;;;;;;;
15992;paciente_15992@email.com;Complete;City_5;;;;;;;;;;
15993;paciente_15993@email.com;Intermediary;City_2;;;;;;;;;;
15994;paciente_15994@email.com;Intermediary;City_2;;;;;;;;;;
15996;paciente_15996@email.com;Basic;City_1;;;;;;;;;;
15997;paciente_15997@email.com;Complete;City_3;;;;;;;;;;
15998;paciente_15998@email.com;Complete;City_2;;;;;;;;;;
15999;paciente_15999@email.com;Basic;City_2;;;;;;;;;;
16001;paciente_16001@email.com;Basic;City_3;;;;;;;;;;
16004;paciente_16004@email.com;Basic;City_4;;;;;;;;;;
16005;paciente_16005@email.com;Basic;City_4;;;;;;;;;;
16007;paciente_16007@email.com;Basic;City_4;;;;;;;;;;
16010;paciente_16010@email.com;Intermediary;City_2;;;;;;;;;;
16013;paciente_16013@email.com;Intermediary;City_5;;;;;;;;;;
16014;paciente_16014@email.com;Basic;City_4;;;;;;;;;;
16015;paciente_16015@email.com;Basic;City_2;;;;;;;;;;
16017;paciente_16017@email.com;Intermediary;City_5;;;;;;;;;;
16018;paciente_16018@email.com;Complete;City_5;;;;;;;;;;
16019;paciente_16019@email.com;Complete;City_5;;;;;;;;;;
16020;paciente_16020@email.com;Intermediary;City_5;;;;;;;;;;
16021;paciente_16021@email.com;Intermediary;City_4;;;;;;;;;;
16022;paciente_16022@email.com;Complete;City_1;;;;;;;;;;
16023;paciente_16023@email.com;Intermediary;City_4;;;;;;;;;;
16024;paciente_16024@email.com;Basic;City_3;;;;;;;;;;
16025;paciente_16025@email.com;Basic;City_2;;;;;;;;;;
16027;paciente_16027@email.com;Complete;City_5;;;;;;;;;;
16028;paciente_16028@email.com;Basic;City_1;;;;;;;;;;
16029;paciente_16029@email.com;Intermediary;City_2;;;;;;;;;;
16030;paciente_16030@email.com;Intermediary;City_4;;;;;;;;;;
16031;paciente_16031@email.com;Basic;City_2;;;;;;;;;;
16032;paciente_16032@email.com;Basic;City_1;;;;;;;;;;
16034;paciente_16034@email.com;Basic;City_4;;;;;;;;;;
16035;paciente_16035@email.com;Basic;City_4;;;;;;;;;;
16039;paciente_16039@email.com;Complete;City_4;;;;;;;;;;
16040;paciente_16040@email.com;Basic;City_4;;;;;;;;;;
16041;paciente_16041@email.com;Complete;City_2;;;;;;;;;;
16043;paciente_16043@email.com;Basic;City_3;;;;;;;;;;
16044;paciente_16044@email.com;Intermediary;City_1;;;;;;;;;;
16047;paciente_16047@email.com;Complete;City_2;;;;;;;;;;
16050;paciente_16050@email.com;Basic;City_5;;;;;;;;;;
16052;paciente_16052@email.com;Basic;City_4;;;;;;;;;;
16054;paciente_16054@email.com;Basic;City_2;;;;;;;;;;
16055;paciente_16055@email.com;Basic;City_1;;;;;;;;;;
16057;paciente_16057@email.com;Basic;City_4;;;;;;;;;;
16059;paciente_16059@email.com;Basic;City_5;;;;;;;;;;
16060;paciente_16060@email.com;Basic;City_3;;;;;;;;;;
16061;paciente_16061@email.com;Basic;City_5;;;;;;;;;;
16062;paciente_16062@email.com;Complete;City_4;;;;;;;;;;
16064;paciente_16064@email.com;Complete;City_1;;;;;;;;;;
16065;paciente_16065@email.com;Basic;City_3;;;;;;;;;;
16066;paciente_16066@email.com;Intermediary;City_5;;;;;;;;;;
16067;paciente_16067@email.com;Intermediary;City_2;;;;;;;;;;
16069;paciente_16069@email.com;Intermediary;City_3;;;;;;;;;;
16070;paciente_16070@email.com;Intermediary;City_2;;;;;;;;;;
16071;paciente_16071@email.com;Complete;City_5;;;;;;;;;;
16072;paciente_16072@email.com;Intermediary;City_1;;;;;;;;;;
16074;paciente_16074@email.com;Intermediary;City_1;;;;;;;;;;
16075;paciente_16075@email.com;Basic;City_1;;;;;;;;;;
16076;paciente_16076@email.com;Intermediary;City_5;;;;;;;;;;
16077;paciente_16077@email.com;Basic;City_1;;;;;;;;;;
16080;paciente_16080@email.com;Basic;City_2;;;;;;;;;;
16081;paciente_16081@email.com;Complete;City_1;;;;;;;;;;
16083;paciente_16083@email.com;Complete;City_4;;;;;;;;;;
16084;paciente_16084@email.com;Complete;City_1;;;;;;;;;;
16085;paciente_16085@email.com;Basic;City_3;;;;;;;;;;
16089;paciente_16089@email.com;Complete;City_2;;;;;;;;;;
16091;paciente_16091@email.com;Complete;City_5;;;;;;;;;;
16092;paciente_16092@email.com;Intermediary;City_5;;;;;;;;;;
16093;paciente_16093@email.com;Intermediary;City_1;;;;;;;;;;
16094;paciente_16094@email.com;Basic;City_3;;;;;;;;;;
16098;paciente_16098@email.com;Basic;City_1;;;;;;;;;;
16099;paciente_16099@email.com;Intermediary;City_4;;;;;;;;;;
16101;paciente_16101@email.com;Basic;City_5;;;;;;;;;;
16102;paciente_16102@email.com;Basic;City_3;;;;;;;;;;
16104;paciente_16104@email.com;Basic;City_3;;;;;;;;;;
16105;paciente_16105@email.com;Basic;City_2;;;;;;;;;;
16107;paciente_16107@email.com;Basic;City_1;;;;;;;;;;
16108;paciente_16108@email.com;Basic;City_1;;;;;;;;;;
16109;paciente_16109@email.com;Intermediary;City_2;;;;;;;;;;
16110;paciente_16110@email.com;Basic;City_2;;;;;;;;;;
16111;paciente_16111@email.com;Intermediary;City_1;;;;;;;;;;
16113;paciente_16113@email.com;Complete;City_2;;;;;;;;;;
16114;paciente_16114@email.com;Complete;City_1;;;;;;;;;;
16117;paciente_16117@email.com;Intermediary;City_5;;;;;;;;;;
16118;paciente_16118@email.com;Intermediary;City_4;;;;;;;;;;
16119;paciente_16119@email.com;Complete;City_4;;;;;;;;;;
16123;paciente_16123@email.com;Complete;City_4;;;;;;;;;;
16124;paciente_16124@email.com;Intermediary;City_1;;;;;;;;;;
16125;paciente_16125@email.com;Intermediary;City_1;;;;;;;;;;
16126;paciente_16126@email.com;Intermediary;City_4;;;;;;;;;;
16127;paciente_16127@email.com;Basic;City_1;;;;;;;;;;
16128;paciente_16128@email.com;Complete;City_3;;;;;;;;;;
16129;paciente_16129@email.com;Intermediary;City_1;;;;;;;;;;
16131;paciente_16131@email.com;Basic;City_4;;;;;;;;;;
16132;paciente_16132@email.com;Complete;City_1;;;;;;;;;;
16133;paciente_16133@email.com;Complete;City_3;;;;;;;;;;
16134;paciente_16134@email.com;Intermediary;City_1;;;;;;;;;;
16135;paciente_16135@email.com;Intermediary;City_3;;;;;;;;;;
16136;paciente_16136@email.com;Basic;City_5;;;;;;;;;;
16137;paciente_16137@email.com;Basic;City_5;;;;;;;;;;
16138;paciente_16138@email.com;Intermediary;City_5;;;;;;;;;;
16139;paciente_16139@email.com;Intermediary;City_4;;;;;;;;;;
16140;paciente_16140@email.com;Basic;City_3;;;;;;;;;;
16141;paciente_16141@email.com;Basic;City_4;;;;;;;;;;
16144;paciente_16144@email.com;Intermediary;City_2;;;;;;;;;;
16145;paciente_16145@email.com;Intermediary;City_1;;;;;;;;;;
16147;paciente_16147@email.com;Basic;City_3;;;;;;;;;;
16148;paciente_16148@email.com;Complete;City_5;;;;;;;;;;
16150;paciente_16150@email.com;Basic;City_1;;;;;;;;;;
16151;paciente_16151@email.com;Complete;City_3;;;;;;;;;;
16152;paciente_16152@email.com;Intermediary;City_1;;;;;;;;;;
16153;paciente_16153@email.com;Intermediary;City_2;;;;;;;;;;
16154;paciente_16154@email.com;Basic;City_3;;;;;;;;;;
16155;paciente_16155@email.com;Basic;City_4;;;;;;;;;;
16159;paciente_16159@email.com;Intermediary;City_5;;;;;;;;;;
16160;paciente_16160@email.com;Intermediary;City_4;;;;;;;;;;
16162;paciente_16162@email.com;Intermediary;City_5;;;;;;;;;;
16163;paciente_16163@email.com;Basic;City_3;;;;;;;;;;
16164;paciente_16164@email.com;Basic;City_4;;;;;;;;;;
16165;paciente_16165@email.com;Basic;City_5;;;;;;;;;;
16166;paciente_16166@email.com;Complete;City_2;;;;;;;;;;
16167;paciente_16167@email.com;Intermediary;City_3;;;;;;;;;;
16168;paciente_16168@email.com;Basic;City_5;;;;;;;;;;
16169;paciente_16169@email.com;Basic;City_3;;;;;;;;;;
16170;paciente_16170@email.com;Basic;City_3;;;;;;;;;;
16171;paciente_16171@email.com;Complete;City_1;;;;;;;;;;
16173;paciente_16173@email.com;Basic;City_5;;;;;;;;;;
16174;paciente_16174@email.com;Intermediary;City_2;;;;;;;;;;
16175;paciente_16175@email.com;Intermediary;City_4;;;;;;;;;;
16177;paciente_16177@email.com;Basic;City_5;;;;;;;;;;
16178;paciente_16178@email.com;Basic;City_4;;;;;;;;;;
16180;paciente_16180@email.com;Intermediary;City_4;;;;;;;;;;
16181;paciente_16181@email.com;Complete;City_5;;;;;;;;;;
16183;paciente_16183@email.com;Intermediary;City_1;;;;;;;;;;
16184;paciente_16184@email.com;Basic;City_3;;;;;;;;;;
16186;paciente_16186@email.com;Complete;City_2;;;;;;;;;;
16187;paciente_16187@email.com;Complete;City_2;;;;;;;;;;
16189;paciente_16189@email.com;Intermediary;City_3;;;;;;;;;;
16190;paciente_16190@email.com;Complete;City_5;;;;;;;;;;
16191;paciente_16191@email.com;Complete;City_4;;;;;;;;;;
16192;paciente_16192@email.com;Basic;City_1;;;;;;;;;;
16194;paciente_16194@email.com;Intermediary;City_5;;;;;;;;;;
16198;paciente_16198@email.com;Complete;City_5;;;;;;;;;;
16199;paciente_16199@email.com;Basic;City_5;;;;;;;;;;
16201;paciente_16201@email.com;Intermediary;City_3;;;;;;;;;;
16203;paciente_16203@email.com;Complete;City_4;;;;;;;;;;
16204;paciente_16204@email.com;Intermediary;City_4;;;;;;;;;;
16206;paciente_16206@email.com;Intermediary;City_3;;;;;;;;;;
16207;paciente_16207@email.com;Complete;City_5;;;;;;;;;;
16209;paciente_16209@email.com;Basic;City_1;;;;;;;;;;
16211;paciente_16211@email.com;Complete;City_3;;;;;;;;;;
16212;paciente_16212@email.com;Complete;City_4;;;;;;;;;;
16213;paciente_16213@email.com;Intermediary;City_3;;;;;;;;;;
16214;paciente_16214@email.com;Basic;City_1;;;;;;;;;;
16215;paciente_16215@email.com;Basic;City_4;;;;;;;;;;
16216;paciente_16216@email.com;Intermediary;City_3;;;;;;;;;;
16217;paciente_16217@email.com;Complete;City_3;;;;;;;;;;
16219;paciente_16219@email.com;Intermediary;City_1;;;;;;;;;;
16220;paciente_16220@email.com;Basic;City_1;;;;;;;;;;
16221;paciente_16221@email.com;Basic;City_2;;;;;;;;;;
16222;paciente_16222@email.com;Basic;City_1;;;;;;;;;;
16224;paciente_16224@email.com;Complete;City_4;;;;;;;;;;
16225;paciente_16225@email.com;Complete;City_4;;;;;;;;;;
16228;paciente_16228@email.com;Intermediary;City_1;;;;;;;;;;
16231;paciente_16231@email.com;Intermediary;City_3;;;;;;;;;;
16232;paciente_16232@email.com;Basic;City_5;;;;;;;;;;
16233;paciente_16233@email.com;Intermediary;City_5;;;;;;;;;;
16234;paciente_16234@email.com;Complete;City_5;;;;;;;;;;
16235;paciente_16235@email.com;Complete;City_3;;;;;;;;;;
16236;paciente_16236@email.com;Basic;City_5;;;;;;;;;;
16238;paciente_16238@email.com;Complete;City_4;;;;;;;;;;
16239;paciente_16239@email.com;Basic;City_3;;;;;;;;;;
16240;paciente_16240@email.com;Intermediary;City_2;;;;;;;;;;
16242;paciente_16242@email.com;Complete;City_1;;;;;;;;;;
16244;paciente_16244@email.com;Intermediary;City_2;;;;;;;;;;
16245;paciente_16245@email.com;Basic;City_3;;;;;;;;;;
16248;paciente_16248@email.com;Intermediary;City_1;;;;;;;;;;
16249;paciente_16249@email.com;Intermediary;City_1;;;;;;;;;;
16250;paciente_16250@email.com;Basic;City_5;;;;;;;;;;
16252;paciente_16252@email.com;Complete;City_4;;;;;;;;;;
16253;paciente_16253@email.com;Complete;City_3;;;;;;;;;;
16254;paciente_16254@email.com;Intermediary;City_4;;;;;;;;;;
16256;paciente_16256@email.com;Intermediary;City_4;;;;;;;;;;
16257;paciente_16257@email.com;Complete;City_1;;;;;;;;;;
16258;paciente_16258@email.com;Basic;City_4;;;;;;;;;;
16259;paciente_16259@email.com;Intermediary;City_2;;;;;;;;;;
16260;paciente_16260@email.com;Basic;City_2;;;;;;;;;;
16261;paciente_16261@email.com;Complete;City_3;;;;;;;;;;
16262;paciente_16262@email.com;Basic;City_3;;;;;;;;;;
16263;paciente_16263@email.com;Complete;City_3;;;;;;;;;;
16264;paciente_16264@email.com;Intermediary;City_5;;;;;;;;;;
16269;paciente_16269@email.com;Basic;City_3;;;;;;;;;;
16271;paciente_16271@email.com;Basic;City_4;;;;;;;;;;
16273;paciente_16273@email.com;Basic;City_5;;;;;;;;;;
16274;paciente_16274@email.com;Complete;City_5;;;;;;;;;;
16275;paciente_16275@email.com;Intermediary;City_5;;;;;;;;;;
16276;paciente_16276@email.com;Complete;City_4;;;;;;;;;;
16277;paciente_16277@email.com;Intermediary;City_3;;;;;;;;;;
16279;paciente_16279@email.com;Complete;City_3;;;;;;;;;;
16280;paciente_16280@email.com;Intermediary;City_2;;;;;;;;;;
16281;paciente_16281@email.com;Basic;City_2;;;;;;;;;;
16282;paciente_16282@email.com;Complete;City_3;;;;;;;;;;
16284;paciente_16284@email.com;Basic;City_4;;;;;;;;;;
16285;paciente_16285@email.com;Complete;City_5;;;;;;;;;;
16286;paciente_16286@email.com;Intermediary;City_5;;;;;;;;;;
16287;paciente_16287@email.com;Intermediary;City_5;;;;;;;;;;
16288;paciente_16288@email.com;Complete;City_1;;;;;;;;;;
16290;paciente_16290@email.com;Intermediary;City_4;;;;;;;;;;
16291;paciente_16291@email.com;Basic;City_3;;;;;;;;;;
16292;paciente_16292@email.com;Intermediary;City_1;;;;;;;;;;
16293;paciente_16293@email.com;Basic;City_2;;;;;;;;;;
16294;paciente_16294@email.com;Intermediary;City_2;;;;;;;;;;
16295;paciente_16295@email.com;Basic;City_5;;;;;;;;;;
16297;paciente_16297@email.com;Complete;City_1;;;;;;;;;;
16298;paciente_16298@email.com;Complete;City_5;;;;;;;;;;
16299;paciente_16299@email.com;Basic;City_3;;;;;;;;;;
16301;paciente_16301@email.com;Complete;City_3;;;;;;;;;;
16302;paciente_16302@email.com;Intermediary;City_4;;;;;;;;;;
16303;paciente_16303@email.com;Basic;City_5;;;;;;;;;;
16304;paciente_16304@email.com;Complete;City_1;;;;;;;;;;
16305;paciente_16305@email.com;Basic;City_4;;;;;;;;;;
16306;paciente_16306@email.com;Complete;City_5;;;;;;;;;;
16308;paciente_16308@email.com;Intermediary;City_5;;;;;;;;;;
16309;paciente_16309@email.com;Intermediary;City_4;;;;;;;;;;
16310;paciente_16310@email.com;Intermediary;City_4;;;;;;;;;;
16311;paciente_16311@email.com;Intermediary;City_2;;;;;;;;;;
16312;paciente_16312@email.com;Basic;City_3;;;;;;;;;;
16313;paciente_16313@email.com;Basic;City_4;;;;;;;;;;
16314;paciente_16314@email.com;Basic;City_2;;;;;;;;;;
16315;paciente_16315@email.com;Basic;City_5;;;;;;;;;;
16316;paciente_16316@email.com;Basic;City_2;;;;;;;;;;
16317;paciente_16317@email.com;Basic;City_2;;;;;;;;;;
16318;paciente_16318@email.com;Intermediary;City_5;;;;;;;;;;
16319;paciente_16319@email.com;Basic;City_5;;;;;;;;;;
16320;paciente_16320@email.com;Complete;City_4;;;;;;;;;;
16322;paciente_16322@email.com;Intermediary;City_1;;;;;;;;;;
16323;paciente_16323@email.com;Basic;City_4;;;;;;;;;;
16324;paciente_16324@email.com;Basic;City_3;;;;;;;;;;
16326;paciente_16326@email.com;Complete;City_5;;;;;;;;;;
16327;paciente_16327@email.com;Intermediary;City_5;;;;;;;;;;
16328;paciente_16328@email.com;Complete;City_2;;;;;;;;;;
16329;paciente_16329@email.com;Intermediary;City_3;;;;;;;;;;
16331;paciente_16331@email.com;Complete;City_5;;;;;;;;;;
16333;paciente_16333@email.com;Basic;City_1;;;;;;;;;;
16334;paciente_16334@email.com;Basic;City_4;;;;;;;;;;
16336;paciente_16336@email.com;Complete;City_2;;;;;;;;;;
16337;paciente_16337@email.com;Intermediary;City_2;;;;;;;;;;
16338;paciente_16338@email.com;Intermediary;City_2;;;;;;;;;;
16339;paciente_16339@email.com;Basic;City_2;;;;;;;;;;
16340;paciente_16340@email.com;Basic;City_2;;;;;;;;;;
16341;paciente_16341@email.com;Intermediary;City_5;;;;;;;;;;
16342;paciente_16342@email.com;Intermediary;City_4;;;;;;;;;;
16343;paciente_16343@email.com;Basic;City_3;;;;;;;;;;
16344;paciente_16344@email.com;Basic;City_3;;;;;;;;;;
16345;paciente_16345@email.com;Complete;City_1;;;;;;;;;;
16350;paciente_16350@email.com;Basic;City_3;;;;;;;;;;
16351;paciente_16351@email.com;Complete;City_3;;;;;;;;;;
16352;paciente_16352@email.com;Complete;City_4;;;;;;;;;;
16354;paciente_16354@email.com;Complete;City_2;;;;;;;;;;
16355;paciente_16355@email.com;Complete;City_3;;;;;;;;;;
16356;paciente_16356@email.com;Intermediary;City_1;;;;;;;;;;
16358;paciente_16358@email.com;Intermediary;City_2;;;;;;;;;;
16359;paciente_16359@email.com;Complete;City_3;;;;;;;;;;
16361;paciente_16361@email.com;Complete;City_3;;;;;;;;;;
16365;paciente_16365@email.com;Complete;City_4;;;;;;;;;;
16366;paciente_16366@email.com;Intermediary;City_4;;;;;;;;;;
16368;paciente_16368@email.com;Basic;City_3;;;;;;;;;;
16371;paciente_16371@email.com;Basic;City_3;;;;;;;;;;
16372;paciente_16372@email.com;Intermediary;City_5;;;;;;;;;;
16374;paciente_16374@email.com;Basic;City_2;;;;;;;;;;
16377;paciente_16377@email.com;Intermediary;City_1;;;;;;;;;;
16378;paciente_16378@email.com;Intermediary;City_2;;;;;;;;;;
16381;paciente_16381@email.com;Basic;City_1;;;;;;;;;;
16382;paciente_16382@email.com;Intermediary;City_2;;;;;;;;;;
16383;paciente_16383@email.com;Intermediary;City_3;;;;;;;;;;
16384;paciente_16384@email.com;Intermediary;City_1;;;;;;;;;;
16385;paciente_16385@email.com;Intermediary;City_3;;;;;;;;;;
16387;paciente_16387@email.com;Complete;City_3;;;;;;;;;;
16388;paciente_16388@email.com;Complete;City_2;;;;;;;;;;
16390;paciente_16390@email.com;Basic;City_4;;;;;;;;;;
16391;paciente_16391@email.com;Intermediary;City_4;;;;;;;;;;
16392;paciente_16392@email.com;Complete;City_1;;;;;;;;;;
16393;paciente_16393@email.com;Complete;City_1;;;;;;;;;;
16396;paciente_16396@email.com;Intermediary;City_4;;;;;;;;;;
16397;paciente_16397@email.com;Intermediary;City_5;;;;;;;;;;
16399;paciente_16399@email.com;Intermediary;City_3;;;;;;;;;;
16400;paciente_16400@email.com;Intermediary;City_2;;;;;;;;;;
16401;paciente_16401@email.com;Complete;City_2;;;;;;;;;;
16402;paciente_16402@email.com;Intermediary;City_5;;;;;;;;;;
16403;paciente_16403@email.com;Complete;City_1;;;;;;;;;;
16407;paciente_16407@email.com;Basic;City_3;;;;;;;;;;
16410;paciente_16410@email.com;Basic;City_3;;;;;;;;;;
16413;paciente_16413@email.com;Basic;City_3;;;;;;;;;;
16414;paciente_16414@email.com;Complete;City_5;;;;;;;;;;
16415;paciente_16415@email.com;Basic;City_3;;;;;;;;;;
16416;paciente_16416@email.com;Basic;City_2;;;;;;;;;;
16420;paciente_16420@email.com;Complete;City_2;;;;;;;;;;
16421;paciente_16421@email.com;Basic;City_3;;;;;;;;;;
16422;paciente_16422@email.com;Basic;City_2;;;;;;;;;;
16425;paciente_16425@email.com;Basic;City_3;;;;;;;;;;
16426;paciente_16426@email.com;Complete;City_2;;;;;;;;;;
16428;paciente_16428@email.com;Complete;City_4;;;;;;;;;;
16429;paciente_16429@email.com;Basic;City_2;;;;;;;;;;
16430;paciente_16430@email.com;Intermediary;City_1;;;;;;;;;;
16431;paciente_16431@email.com;Basic;City_3;;;;;;;;;;
16432;paciente_16432@email.com;Complete;City_2;;;;;;;;;;
16433;paciente_16433@email.com;Basic;City_2;;;;;;;;;;
16435;paciente_16435@email.com;Basic;City_3;;;;;;;;;;
16437;paciente_16437@email.com;Basic;City_3;;;;;;;;;;
16438;paciente_16438@email.com;Basic;City_2;;;;;;;;;;
16439;paciente_16439@email.com;Intermediary;City_2;;;;;;;;;;
16442;paciente_16442@email.com;Basic;City_1;;;;;;;;;;
16444;paciente_16444@email.com;Basic;City_1;;;;;;;;;;
16446;paciente_16446@email.com;Intermediary;City_2;;;;;;;;;;
16447;paciente_16447@email.com;Complete;City_4;;;;;;;;;;
16448;paciente_16448@email.com;Complete;City_5;;;;;;;;;;
16449;paciente_16449@email.com;Intermediary;City_2;;;;;;;;;;
16450;paciente_16450@email.com;Basic;City_3;;;;;;;;;;
16452;paciente_16452@email.com;Basic;City_3;;;;;;;;;;
16453;paciente_16453@email.com;Basic;City_1;;;;;;;;;;
16455;paciente_16455@email.com;Complete;City_5;;;;;;;;;;
16456;paciente_16456@email.com;Basic;City_2;;;;;;;;;;
16457;paciente_16457@email.com;Intermediary;City_4;;;;;;;;;;
16458;paciente_16458@email.com;Basic;City_3;;;;;;;;;;
16459;paciente_16459@email.com;Complete;City_5;;;;;;;;;;
16460;paciente_16460@email.com;Complete;City_2;;;;;;;;;;
16461;paciente_16461@email.com;Basic;City_5;;;;;;;;;;
16462;paciente_16462@email.com;Basic;City_2;;;;;;;;;;
16463;paciente_16463@email.com;Basic;City_3;;;;;;;;;;
16465;paciente_16465@email.com;Intermediary;City_4;;;;;;;;;;
16467;paciente_16467@email.com;Basic;City_4;;;;;;;;;;
16468;paciente_16468@email.com;Basic;City_2;;;;;;;;;;
16469;paciente_16469@email.com;Basic;City_1;;;;;;;;;;
16471;paciente_16471@email.com;Complete;City_4;;;;;;;;;;
16473;paciente_16473@email.com;Intermediary;City_1;;;;;;;;;;
16475;paciente_16475@email.com;Basic;City_1;;;;;;;;;;
16476;paciente_16476@email.com;Complete;City_5;;;;;;;;;;
16477;paciente_16477@email.com;Basic;City_3;;;;;;;;;;
16479;paciente_16479@email.com;Basic;City_4;;;;;;;;;;
16480;paciente_16480@email.com;Complete;City_1;;;;;;;;;;
16481;paciente_16481@email.com;Basic;City_3;;;;;;;;;;
16482;paciente_16482@email.com;Basic;City_3;;;;;;;;;;
16483;paciente_16483@email.com;Complete;City_4;;;;;;;;;;
16484;paciente_16484@email.com;Complete;City_1;;;;;;;;;;
16485;paciente_16485@email.com;Basic;City_1;;;;;;;;;;
16486;paciente_16486@email.com;Basic;City_3;;;;;;;;;;
16487;paciente_16487@email.com;Intermediary;City_1;;;;;;;;;;
16489;paciente_16489@email.com;Basic;City_3;;;;;;;;;;
16490;paciente_16490@email.com;Intermediary;City_4;;;;;;;;;;
16491;paciente_16491@email.com;Intermediary;City_1;;;;;;;;;;
16492;paciente_16492@email.com;Intermediary;City_5;;;;;;;;;;
16494;paciente_16494@email.com;Intermediary;City_2;;;;;;;;;;
16495;paciente_16495@email.com;Intermediary;City_4;;;;;;;;;;
16496;paciente_16496@email.com;Basic;City_4;;;;;;;;;;
16497;paciente_16497@email.com;Basic;City_3;;;;;;;;;;
16498;paciente_16498@email.com;Basic;City_5;;;;;;;;;;
16499;paciente_16499@email.com;Intermediary;City_5;;;;;;;;;;
16502;paciente_16502@email.com;Basic;City_4;;;;;;;;;;
16503;paciente_16503@email.com;Basic;City_2;;;;;;;;;;
16504;paciente_16504@email.com;Basic;City_1;;;;;;;;;;
16505;paciente_16505@email.com;Basic;City_2;;;;;;;;;;
16506;paciente_16506@email.com;Basic;City_2;;;;;;;;;;
16508;paciente_16508@email.com;Basic;City_1;;;;;;;;;;
16509;paciente_16509@email.com;Basic;City_3;;;;;;;;;;
16511;paciente_16511@email.com;Intermediary;City_3;;;;;;;;;;
16512;paciente_16512@email.com;Basic;City_5;;;;;;;;;;
16513;paciente_16513@email.com;Complete;City_1;;;;;;;;;;
16514;paciente_16514@email.com;Complete;City_2;;;;;;;;;;
16515;paciente_16515@email.com;Complete;City_1;;;;;;;;;;
16516;paciente_16516@email.com;Intermediary;City_5;;;;;;;;;;
16517;paciente_16517@email.com;Intermediary;City_1;;;;;;;;;;
16518;paciente_16518@email.com;Complete;City_3;;;;;;;;;;
16519;paciente_16519@email.com;Intermediary;City_5;;;;;;;;;;
16520;paciente_16520@email.com;Basic;City_5;;;;;;;;;;
16521;paciente_16521@email.com;Intermediary;City_3;;;;;;;;;;
16522;paciente_16522@email.com;Intermediary;City_1;;;;;;;;;;
16523;paciente_16523@email.com;Complete;City_2;;;;;;;;;;
16525;paciente_16525@email.com;Intermediary;City_1;;;;;;;;;;
16527;paciente_16527@email.com;Basic;City_4;;;;;;;;;;
16528;paciente_16528@email.com;Intermediary;City_2;;;;;;;;;;
16529;paciente_16529@email.com;Basic;City_1;;;;;;;;;;
16530;paciente_16530@email.com;Basic;City_4;;;;;;;;;;
16533;paciente_16533@email.com;Complete;City_1;;;;;;;;;;
16535;paciente_16535@email.com;Complete;City_4;;;;;;;;;;
16536;paciente_16536@email.com;Intermediary;City_2;;;;;;;;;;
16537;paciente_16537@email.com;Basic;City_5;;;;;;;;;;
16538;paciente_16538@email.com;Complete;City_1;;;;;;;;;;
16539;paciente_16539@email.com;Intermediary;City_2;;;;;;;;;;
16540;paciente_16540@email.com;Basic;City_1;;;;;;;;;;
16544;paciente_16544@email.com;Intermediary;City_5;;;;;;;;;;
16546;paciente_16546@email.com;Complete;City_1;;;;;;;;;;
16548;paciente_16548@email.com;Basic;City_3;;;;;;;;;;
16549;paciente_16549@email.com;Basic;City_1;;;;;;;;;;
16550;paciente_16550@email.com;Basic;City_4;;;;;;;;;;
16551;paciente_16551@email.com;Complete;City_5;;;;;;;;;;
16552;paciente_16552@email.com;Complete;City_5;;;;;;;;;;
16553;paciente_16553@email.com;Basic;City_4;;;;;;;;;;
16554;paciente_16554@email.com;Intermediary;City_5;;;;;;;;;;
16555;paciente_16555@email.com;Intermediary;City_1;;;;;;;;;;
16556;paciente_16556@email.com;Basic;City_5;;;;;;;;;;
16557;paciente_16557@email.com;Complete;City_5;;;;;;;;;;
16559;paciente_16559@email.com;Basic;City_2;;;;;;;;;;
16563;paciente_16563@email.com;Basic;City_3;;;;;;;;;;
16564;paciente_16564@email.com;Complete;City_2;;;;;;;;;;
